id,Geographic Area Name,Population 18 to 24 years,Population 18 to 24 years w/ Bachelor's degree or higher,Population 25 years and over,Population 25 years and over w/ Bachelor's degree or higher,Degree_percent
0500000US38091,"Steele County, North Dakota",135,37,1392,383,0.275049116
0500000US38093,"Stutsman County, North Dakota",2322,254,14488,3409,0.217906008
0500000US38095,"Towner County, North Dakota",84,4,1650,300,0.175317186
0500000US38097,"Traill County, North Dakota",785,39,5410,1449,0.240193705
0500000US38099,"Walsh County, North Dakota",692,126,7653,1285,0.169083283
0500000US38101,"Ward County, North Dakota",9472,989,43300,12246,0.250795877
0500000US38103,"Wells County, North Dakota",222,34,2997,662,0.216216216
0500000US38105,"Williams County, North Dakota",3069,212,21702,5390,0.226151548
0500000US39001,"Adams County, Ohio",2106,124,18922,2437,0.121789994
0500000US39003,"Allen County, Ohio",10336,594,69189,12347,0.162728702
0500000US39005,"Ashland County, Ohio",5889,264,35419,7468,0.187179239
0500000US39007,"Ashtabula County, Ohio",7725,299,68500,9666,0.130731387
0500000US39009,"Athens County, Ohio",19492,980,36640,10892,0.211501461
0500000US39011,"Auglaize County, Ohio",3739,273,30920,5842,0.17643325
0500000US39013,"Belmont County, Ohio",4898,320,50533,8192,0.153560282
0500000US39015,"Brown County, Ohio",3300,143,30285,4305,0.132440077
0500000US39017,"Butler County, Ohio",46554,4315,241596,72022,0.264921048
0500000US39019,"Carroll County, Ohio",2077,119,19738,2677,0.128168691
0500000US39021,"Champaign County, Ohio",3322,198,26759,3990,0.139224095
0500000US39023,"Clark County, Ohio",12141,613,92344,17195,0.170435948
0500000US39025,"Clermont County, Ohio",16087,1592,139175,38958,0.261171439
0500000US39027,"Clinton County, Ohio",3938,242,28099,5244,0.171239504
0500000US39029,"Columbiana County, Ohio",7950,567,74532,11056,0.140915594
0500000US39031,"Coshocton County, Ohio",2685,149,25256,3149,0.11803443
0500000US39033,"Crawford County, Ohio",3256,155,29546,4376,0.138131821
0500000US39035,"Cuyahoga County, Ohio",113554,16577,875537,279259,0.29909887
0500000US39037,"Darke County, Ohio",3975,305,35339,5185,0.13964491
0500000US39039,"Defiance County, Ohio",3480,228,25899,4320,0.154804452
0500000US39041,"Delaware County, Ohio",15232,1863,128544,69867,0.498901068
0500000US39043,"Erie County, Ohio",6059,478,53613,12194,0.212360906
0500000US39045,"Fairfield County, Ohio",12919,985,102943,28000,0.250168304
0500000US39047,"Fayette County, Ohio",2241,202,19555,3154,0.153973206
0500000US39049,"Franklin County, Ohio",127658,19107,848603,333337,0.361014114
0500000US39051,"Fulton County, Ohio",3567,214,28607,4911,0.15929011
0500000US39053,"Gallia County, Ohio",2557,198,20722,3173,0.144808626
0500000US39055,"Geauga County, Ohio",7788,811,64100,24452,0.351421656
0500000US39057,"Greene County, Ohio",20344,2371,111225,43370,0.347657883
0500000US39059,"Guernsey County, Ohio",3111,163,27388,3877,0.132463359
0500000US39061,"Hamilton County, Ohio",76710,10605,547348,203222,0.342639626
0500000US39063,"Hancock County, Ohio",7073,865,51617,13765,0.249275856
0500000US39065,"Hardin County, Ohio",5002,393,19169,3175,0.14761491
0500000US39067,"Harrison County, Ohio",1070,28,11015,1111,0.094249069
0500000US39069,"Henry County, Ohio",2112,185,18764,3382,0.170866066
0500000US39071,"Highland County, Ohio",3284,151,29286,3683,0.117715689
0500000US39073,"Hocking County, Ohio",2106,158,20023,2961,0.14094627
0500000US39075,"Holmes County, Ohio",4358,104,25374,2253,0.079274855
0500000US39077,"Huron County, Ohio",4818,228,39362,5354,0.126346763
0500000US39079,"Jackson County, Ohio",2531,35,22110,3372,0.138265492
0500000US39081,"Jefferson County, Ohio",6392,312,47535,7291,0.14098689
0500000US39083,"Knox County, Ohio",7186,251,40001,9122,0.198635217
0500000US39085,"Lake County, Ohio",18038,2175,164770,45976,0.263396569
0500000US39087,"Lawrence County, Ohio",4553,246,42604,6110,0.134783807
0500000US39089,"Licking County, Ohio",15837,995,116088,30402,0.237991283
0500000US39091,"Logan County, Ohio",3539,266,31078,4982,0.151601814
0500000US39093,"Lorain County, Ohio",26940,1963,210974,50672,0.221235404
0500000US39095,"Lucas County, Ohio",40606,3738,291768,76672,0.241926264
0500000US39097,"Madison County, Ohio",3459,144,31380,5317,0.15674962
0500000US39099,"Mahoning County, Ohio",19983,1921,164229,39658,0.225712766
0500000US39101,"Marion County, Ohio",5303,207,46322,6070,0.121588378
0500000US39103,"Medina County, Ohio",13504,1642,123097,41020,0.312311037
0500000US39105,"Meigs County, Ohio",1570,125,16564,2125,0.124076321
0500000US39107,"Mercer County, Ohio",3350,290,26974,4505,0.158125577
0500000US39109,"Miami County, Ohio",7734,739,72762,16425,0.213227986
0500000US39111,"Monroe County, Ohio",940,83,10207,1215,0.116443886
0500000US39113,"Montgomery County, Ohio",49613,4265,363741,99765,0.2516729
0500000US39115,"Morgan County, Ohio",1115,58,10440,1181,0.107226309
0500000US39117,"Morrow County, Ohio",2757,71,23890,3230,0.123878861
0500000US39119,"Muskingum County, Ohio",7877,340,58372,9043,0.141632327
0500000US39121,"Noble County, Ohio",743,11,11042,1132,0.096987696
0500000US39123,"Ottawa County, Ohio",2635,288,30302,6797,0.21510763
0500000US39125,"Paulding County, Ohio",1356,51,13041,1839,0.131277349
0500000US39127,"Perry County, Ohio",2920,92,24496,3009,0.113109133
0500000US39129,"Pickaway County, Ohio",5073,342,39808,7401,0.172522894
0500000US39131,"Pike County, Ohio",2217,48,19371,2666,0.125717991
0500000US39133,"Portage County, Ohio",26909,2963,104749,30033,0.250619028
0500000US39135,"Preble County, Ohio",3113,166,28669,4533,0.147850985
0500000US39137,"Putnam County, Ohio",2745,300,22550,4575,0.192725835
0500000US39139,"Richland County, Ohio",10270,593,84689,15081,0.16506071
0500000US39141,"Ross County, Ohio",6142,203,54281,9030,0.152806051
0500000US39143,"Sandusky County, Ohio",4832,267,40884,6545,0.149006912
0500000US39145,"Scioto County, Ohio",6852,254,52819,7909,0.136800121
0500000US39147,"Seneca County, Ohio",6091,365,37100,5639,0.139010442
0500000US39149,"Shelby County, Ohio",4057,224,32382,5636,0.160816707
0500000US39151,"Stark County, Ohio",32787,2720,259523,59146,0.211645171
0500000US39153,"Summit County, Ohio",47717,5849,378760,121428,0.298438134
0500000US39155,"Trumbull County, Ohio",16006,1196,143884,26566,0.173631872
0500000US39157,"Tuscarawas County, Ohio",7133,349,64095,10125,0.147048913
0500000US39159,"Union County, Ohio",4445,493,37337,12308,0.306375951
0500000US39161,"Van Wert County, Ohio",2294,118,19347,3131,0.150131694
0500000US39163,"Vinton County, Ohio",1016,7,9153,1051,0.104041695
0500000US39165,"Warren County, Ohio",17444,2260,151708,64179,0.392776911
0500000US39167,"Washington County, Ohio",5500,416,43178,8301,0.179074736
0500000US39169,"Wayne County, Ohio",11449,770,76310,16682,0.198862795
0500000US39171,"Williams County, Ohio",2882,255,25586,3834,0.143634959
0500000US39173,"Wood County, Ohio",22962,2568,80302,26607,0.282528277
0500000US39175,"Wyandot County, Ohio",1696,134,15327,2413,0.149621101
0500000US40001,"Adair County, Oklahoma",1923,52,14351,1662,0.105321372
0500000US40003,"Alfalfa County, Oklahoma",384,40,4302,867,0.193555271
0500000US40005,"Atoka County, Oklahoma",1047,16,9689,1452,0.136736215
0500000US40007,"Beaver County, Oklahoma",428,31,3628,715,0.183925049
0500000US40009,"Beckham County, Oklahoma",1944,46,14923,2588,0.156162922
0500000US40011,"Blaine County, Oklahoma",563,33,7047,1170,0.158081472
0500000US40013,"Bryan County, Oklahoma",4454,268,30558,6981,0.207043299
0500000US40015,"Caddo County, Oklahoma",2492,117,19434,3163,0.149594089
0500000US40017,"Canadian County, Oklahoma",10502,868,90270,24204,0.24879927
0500000US40019,"Carter County, Oklahoma",3996,301,32137,6625,0.191680735
0500000US40021,"Cherokee County, Oklahoma",7250,359,30357,7604,0.211742495
0500000US40023,"Choctaw County, Oklahoma",1098,43,10172,1251,0.114818101
0500000US40025,"Cimarron County, Oklahoma",88,0,1563,354,0.214415506
0500000US40027,"Cleveland County, Oklahoma",40619,3973,175319,56913,0.281960563
0500000US40029,"Coal County, Oklahoma",443,30,3779,665,0.164613927
0500000US40031,"Comanche County, Oklahoma",15906,1147,77394,17447,0.199292605
0500000US40033,"Cotton County, Oklahoma",500,23,4068,536,0.12237303
0500000US40035,"Craig County, Oklahoma",1111,38,10170,1509,0.137133233
0500000US40037,"Creek County, Oklahoma",5699,177,48265,7885,0.149395894
0500000US40039,"Custer County, Oklahoma",4856,330,17009,4338,0.213491882
0500000US40041,"Delaware County, Oklahoma",3062,93,30331,5329,0.162369359
0500000US40043,"Dewey County, Oklahoma",377,15,3210,787,0.223585169
0500000US40045,"Ellis County, Oklahoma",293,10,2827,565,0.184294872
0500000US40047,"Garfield County, Oklahoma",5543,745,40501,9072,0.213209104
0500000US40049,"Garvin County, Oklahoma",2203,83,18616,2703,0.133820068
0500000US40051,"Grady County, Oklahoma",4519,157,36889,7279,0.179578825
0500000US40053,"Grant County, Oklahoma",333,14,3023,699,0.212455304
0500000US40055,"Greer County, Oklahoma",527,0,4265,574,0.119782972
0500000US40057,"Harmon County, Oklahoma",135,0,1931,412,0.199419167
0500000US40059,"Harper County, Oklahoma",193,0,2635,580,0.205091938
0500000US40061,"Haskell County, Oklahoma",972,38,8663,1277,0.136481578
0500000US40063,"Hughes County, Oklahoma",1254,20,9272,1200,0.115903477
0500000US40065,"Jackson County, Oklahoma",2678,179,16206,3383,0.188625291
0500000US40067,"Jefferson County, Oklahoma",497,4,4240,588,0.124973612
0500000US40069,"Johnston County, Oklahoma",980,35,7457,1281,0.155979614
0500000US40071,"Kay County, Oklahoma",3962,55,29683,5661,0.169891514
0500000US40073,"Kingfisher County, Oklahoma",1246,97,10135,2389,0.218434232
0500000US40075,"Kiowa County, Oklahoma",640,20,6240,1088,0.161046512
0500000US40077,"Latimer County, Oklahoma",1102,17,7099,1223,0.151201073
0500000US40079,"Le Flore County, Oklahoma",4246,101,33677,5089,0.136856261
0500000US40081,"Lincoln County, Oklahoma",2667,47,23692,3573,0.137334497
0500000US40083,"Logan County, Oklahoma",4891,233,30191,8331,0.244113791
0500000US40085,"Love County, Oklahoma",841,2,6593,955,0.128732849
0500000US40087,"McClain County, Oklahoma",3025,172,25655,6220,0.222873082
0500000US40089,"McCurtain County, Oklahoma",2722,64,21869,2887,0.120003253
0500000US40091,"McIntosh County, Oklahoma",1359,58,14420,2050,0.133595285
0500000US40093,"Major County, Oklahoma",516,0,5249,1019,0.176756288
0500000US40095,"Marshall County, Oklahoma",1308,25,11232,1767,0.142902711
0500000US40097,"Mayes County, Oklahoma",3403,117,27821,4049,0.133423008
0500000US40099,"Murray County, Oklahoma",985,46,9642,1781,0.17192058
0500000US40101,"Muskogee County, Oklahoma",6281,241,45886,8947,0.17612667
0500000US40103,"Noble County, Oklahoma",869,64,7757,1636,0.1970786
0500000US40105,"Nowata County, Oklahoma",811,20,7182,771,0.098961591
0500000US40107,"Okfuskee County, Oklahoma",1037,12,8262,958,0.104312292
0500000US40109,"Oklahoma County, Oklahoma",72334,7061,508728,161750,0.290521493
0500000US40111,"Okmulgee County, Oklahoma",3766,189,25820,3638,0.12935172
0500000US40113,"Osage County, Oklahoma",3652,108,33004,5812,0.161501528
0500000US40115,"Ottawa County, Oklahoma",3132,74,20598,2910,0.125747998
0500000US40117,"Pawnee County, Oklahoma",1247,43,11240,1805,0.147993914
0500000US40119,"Payne County, Oklahoma",21925,2390,43873,16171,0.282090641
0500000US40121,"Pittsburg County, Oklahoma",3351,124,31195,4844,0.143808256
0500000US40123,"Pontotoc County, Oklahoma",4426,264,24796,6961,0.247245226
0500000US40125,"Pottawatomie County, Oklahoma",7148,338,47453,8706,0.165637992
0500000US40127,"Pushmataha County, Oklahoma",798,27,7846,1177,0.139287367
0500000US40129,"Roger Mills County, Oklahoma",290,3,2466,457,0.166908563
0500000US40131,"Rogers County, Oklahoma",8084,591,60856,14803,0.223295619
0500000US40133,"Seminole County, Oklahoma",2255,73,16474,2321,0.127823162
0500000US40135,"Sequoyah County, Oklahoma",3462,121,28246,3748,0.12201968
0500000US40137,"Stephens County, Oklahoma",3360,131,30304,5261,0.160171103
0500000US40139,"Texas County, Oklahoma",2406,78,12806,2855,0.192808309
0500000US40141,"Tillman County, Oklahoma",580,24,5126,907,0.163161584
0500000US40143,"Tulsa County, Oklahoma",58159,5490,421035,131433,0.285736048
0500000US40145,"Wagoner County, Oklahoma",5969,391,52569,12229,0.215586457
0500000US40147,"Washington County, Oklahoma",4109,269,35529,10156,0.263005197
0500000US40149,"Washita County, Oklahoma",868,72,7658,1563,0.191766362
0500000US40151,"Woods County, Oklahoma",1505,77,5787,1773,0.253702688
0500000US40153,"Woodward County, Oklahoma",1824,143,13806,2738,0.184325016
0500000US41001,"Baker County, Oregon",970,104,11907,2654,0.214180322
0500000US41003,"Benton County, Oregon",20592,2555,54364,29165,0.4231816
0500000US41005,"Clackamas County, Oregon",31426,3080,285481,105014,0.341090604
0500000US41007,"Clatsop County, Oregon",3116,127,27935,6868,0.225274548
0500000US41009,"Columbia County, Oregon",3645,159,36130,6445,0.166033941
0500000US41011,"Coos County, Oregon",4451,166,47098,8445,0.167044948
0500000US41013,"Crook County, Oregon",1257,0,16642,2762,0.154310297
0500000US41015,"Curry County, Oregon",1048,15,18151,4349,0.227303505
0500000US41017,"Deschutes County, Oregon",12488,1354,130615,44674,0.321642453
0500000US41019,"Douglas County, Oregon",7414,326,79864,13706,0.16077362
0500000US41021,"Gilliam County, Oregon",65,0,1448,293,0.19365499
0500000US41023,"Grant County, Oregon",380,48,5495,1034,0.184170213
0500000US41025,"Harney County, Oregon",474,1,5255,891,0.155699075
0500000US41027,"Hood River County, Oregon",1875,64,15550,4915,0.285738881
0500000US41029,"Jackson County, Oregon",16749,884,152902,41866,0.251987905
0500000US41031,"Jefferson County, Oregon",1864,0,15816,2911,0.164649321
0500000US41033,"Josephine County, Oregon",5687,86,63006,10843,0.15909918
0500000US41035,"Klamath County, Oregon",5557,247,46345,8988,0.177931486
0500000US41037,"Lake County, Oregon",474,12,5891,910,0.144854674
0500000US41039,"Lane County, Oregon",47636,3918,251966,74546,0.261894113
0500000US41041,"Lincoln County, Oregon",2848,117,36834,8886,0.226878686
0500000US41043,"Linn County, Oregon",9610,426,85098,16618,0.179963678
0500000US41045,"Malheur County, Oregon",2976,58,19716,2727,0.122730478
0500000US41047,"Marion County, Oregon",31544,1571,219917,50130,0.205602459
0500000US41049,"Morrow County, Oregon",990,62,7080,773,0.103469641
0500000US41051,"Multnomah County, Oregon",64954,9540,579186,257958,0.415279287
0500000US41053,"Polk County, Oregon",10402,1002,52195,15728,0.267265204
0500000US41055,"Sherman County, Oregon",104,8,1238,241,0.185543964
0500000US41057,"Tillamook County, Oregon",1674,213,19457,4094,0.203823766
0500000US41059,"Umatilla County, Oregon",7025,371,50183,8140,0.148772899
0500000US41061,"Union County, Oregon",2952,255,17317,4287,0.224086043
0500000US41063,"Wallowa County, Oregon",221,4,5425,1342,0.238398866
0500000US41065,"Wasco County, Oregon",1984,87,18053,3703,0.189150072
0500000US41067,"Washington County, Oregon",47819,6443,396593,173384,0.404640289
0500000US41069,"Wheeler County, Oregon",107,20,1098,154,0.14439834
0500000US41071,"Yamhill County, Oregon",10694,627,69442,18373,0.237096935
0500000US42001,"Adams County, Pennsylvania",9699,746,71478,16035,0.206721116
0500000US42003,"Allegheny County, Pennsylvania",110857,23248,883370,359564,0.385034806
0500000US42005,"Armstrong County, Pennsylvania",4737,533,48718,7916,0.15805818
0500000US42007,"Beaver County, Pennsylvania",12670,1513,121628,28795,0.225677225
0500000US42009,"Bedford County, Pennsylvania",3530,229,35353,5020,0.134994728
