AD,ED,Candidate,Votes
57,75,Jo Jorgensen / Jeremy Cohen (Libertarian),3
57,75,Brock Pierce / Karla Ballard (Independence),0
57,75,Scattered,1
57,76,Public Counter,566
57,76,Manually Counted Emergency,0
57,76,Absentee / Military,154
57,76,Federal,5
57,76,Special Presidential,0
57,76,Affidavit,2
57,76,Joseph R. Biden / Kamala D. Harris (Democratic),520
57,76,Donald J. Trump / Michael R. Pence (Republican),10
57,76,Donald J. Trump / Michael R. Pence (Conservative),5
57,76,Joseph R. Biden / Kamala D. Harris (Working Families),182
57,76,Howie Hawkins / Angela Nicole Walker (Green),3
57,76,Jo Jorgensen / Jeremy Cohen (Libertarian),2
57,76,Brock Pierce / Karla Ballard (Independence),0
57,76,Scattered,2
57,77,Public Counter,242
57,77,Manually Counted Emergency,0
57,77,Absentee / Military,109
57,77,Federal,7
57,77,Special Presidential,0
57,77,Affidavit,2
57,77,Joseph R. Biden / Kamala D. Harris (Democratic),269
57,77,Donald J. Trump / Michael R. Pence (Republican),10
57,77,Donald J. Trump / Michael R. Pence (Conservative),1
57,77,Joseph R. Biden / Kamala D. Harris (Working Families),73
57,77,Howie Hawkins / Angela Nicole Walker (Green),3
57,77,Jo Jorgensen / Jeremy Cohen (Libertarian),0
57,77,Brock Pierce / Karla Ballard (Independence),1
57,77,Scattered,1
57,78,Public Counter,530
57,78,Manually Counted Emergency,0
57,78,Absentee / Military,154
57,78,Federal,7
57,78,Special Presidential,0
57,78,Affidavit,7
57,78,Joseph R. Biden / Kamala D. Harris (Democratic),502
57,78,Donald J. Trump / Michael R. Pence (Republican),28
57,78,Donald J. Trump / Michael R. Pence (Conservative),4
57,78,Joseph R. Biden / Kamala D. Harris (Working Families),154
57,78,Howie Hawkins / Angela Nicole Walker (Green),2
57,78,Jo Jorgensen / Jeremy Cohen (Libertarian),4
57,78,Brock Pierce / Karla Ballard (Independence),1
57,79,Public Counter,438
57,79,Manually Counted Emergency,0
57,79,Absentee / Military,135
57,79,Federal,3
57,79,Special Presidential,0
57,79,Affidavit,3
57,79,Joseph R. Biden / Kamala D. Harris (Democratic),434
57,79,Donald J. Trump / Michael R. Pence (Republican),14
57,79,Donald J. Trump / Michael R. Pence (Conservative),2
57,79,Joseph R. Biden / Kamala D. Harris (Working Families),121
57,79,Howie Hawkins / Angela Nicole Walker (Green),4
57,79,Jo Jorgensen / Jeremy Cohen (Libertarian),0
57,79,Brock Pierce / Karla Ballard (Independence),1
57,79,Scattered,1
57,80,Public Counter,548
57,80,Manually Counted Emergency,0
57,80,Absentee / Military,131
57,80,Federal,15
57,80,Special Presidential,0
57,80,Affidavit,3
57,80,Joseph R. Biden / Kamala D. Harris (Democratic),513
57,80,Donald J. Trump / Michael R. Pence (Republican),12
57,80,Donald J. Trump / Michael R. Pence (Conservative),1
57,80,Joseph R. Biden / Kamala D. Harris (Working Families),168
57,80,Howie Hawkins / Angela Nicole Walker (Green),1
57,80,Jo Jorgensen / Jeremy Cohen (Libertarian),0
57,80,Brock Pierce / Karla Ballard (Independence),0
57,80,Scattered,2
57,81,Public Counter,505
57,81,Manually Counted Emergency,0
57,81,Absentee / Military,138
57,81,Federal,6
57,81,Special Presidential,0
57,81,Affidavit,7
57,81,Joseph R. Biden / Kamala D. Harris (Democratic),484
57,81,Donald J. Trump / Michael R. Pence (Republican),9
57,81,Donald J. Trump / Michael R. Pence (Conservative),2
57,81,Joseph R. Biden / Kamala D. Harris (Working Families),150
57,81,Howie Hawkins / Angela Nicole Walker (Green),5
57,81,Jo Jorgensen / Jeremy Cohen (Libertarian),2
57,81,Brock Pierce / Karla Ballard (Independence),0
57,81,Scattered,2
57,82,Public Counter,343
57,82,Manually Counted Emergency,0
57,82,Absentee / Military,129
57,82,Federal,1
57,82,Special Presidential,0
57,82,Affidavit,3
57,82,Joseph R. Biden / Kamala D. Harris (Democratic),372
57,82,Donald J. Trump / Michael R. Pence (Republican),12
57,82,Donald J. Trump / Michael R. Pence (Conservative),0
57,82,Joseph R. Biden / Kamala D. Harris (Working Families),86
57,82,Howie Hawkins / Angela Nicole Walker (Green),1
57,82,Jo Jorgensen / Jeremy Cohen (Libertarian),1
57,82,Brock Pierce / Karla Ballard (Independence),0
57,82,Scattered,2
57,83,Public Counter,506
57,83,Manually Counted Emergency,0
57,83,Absentee / Military,111
57,83,Federal,5
57,83,Special Presidential,0
57,83,Affidavit,8
57,83,Joseph R. Biden / Kamala D. Harris (Democratic),504
57,83,Donald J. Trump / Michael R. Pence (Republican),16
57,83,Donald J. Trump / Michael R. Pence (Conservative),2
57,83,Joseph R. Biden / Kamala D. Harris (Working Families),103
57,83,Howie Hawkins / Angela Nicole Walker (Green),1
57,83,Jo Jorgensen / Jeremy Cohen (Libertarian),0
57,83,Brock Pierce / Karla Ballard (Independence),0
57,83,Scattered,2
57,84,Public Counter,479
57,84,Manually Counted Emergency,0
57,84,Absentee / Military,156
57,84,Federal,5
57,84,Special Presidential,0
57,84,Affidavit,4
57,84,Joseph R. Biden / Kamala D. Harris (Democratic),471
57,84,Donald J. Trump / Michael R. Pence (Republican),9
57,84,Donald J. Trump / Michael R. Pence (Conservative),5
57,84,Joseph R. Biden / Kamala D. Harris (Working Families),152
57,84,Howie Hawkins / Angela Nicole Walker (Green),3
57,84,Jo Jorgensen / Jeremy Cohen (Libertarian),0
57,84,Brock Pierce / Karla Ballard (Independence),0
57,84,Scattered,1
57,85,Public Counter,505
57,85,Manually Counted Emergency,0
57,85,Absentee / Military,111
57,85,Federal,2
57,85,Special Presidential,0
57,85,Affidavit,2
57,85,Joseph R. Biden / Kamala D. Harris (Democratic),460
57,85,Donald J. Trump / Michael R. Pence (Republican),16
57,85,Donald J. Trump / Michael R. Pence (Conservative),4
57,85,Joseph R. Biden / Kamala D. Harris (Working Families),136
57,85,Howie Hawkins / Angela Nicole Walker (Green),2
57,85,Jo Jorgensen / Jeremy Cohen (Libertarian),0
57,85,Brock Pierce / Karla Ballard (Independence),0
57,85,Scattered,2
57,86,Public Counter,266
57,86,Manually Counted Emergency,0
57,86,Absentee / Military,43
57,86,Federal,1
57,86,Special Presidential,0
57,86,Affidavit,3
57,86,Joseph R. Biden / Kamala D. Harris (Democratic),245
57,86,Donald J. Trump / Michael R. Pence (Republican),5
57,86,Donald J. Trump / Michael R. Pence (Conservative),2
57,86,Joseph R. Biden / Kamala D. Harris (Working Families),55
57,86,Howie Hawkins / Angela Nicole Walker (Green),3
57,86,Jo Jorgensen / Jeremy Cohen (Libertarian),0
57,86,Brock Pierce / Karla Ballard (Independence),1
57,86,Scattered,1
57,87,Public Counter,590
57,87,Manually Counted Emergency,0
57,87,Absentee / Military,109
57,87,Federal,3
57,87,Special Presidential,0
57,87,Affidavit,1
57,87,Joseph R. Biden / Kamala D. Harris (Democratic),550
57,87,Donald J. Trump / Michael R. Pence (Republican),17
57,87,Donald J. Trump / Michael R. Pence (Conservative),2
57,87,Joseph R. Biden / Kamala D. Harris (Working Families),127
57,87,Howie Hawkins / Angela Nicole Walker (Green),5
57,87,Jo Jorgensen / Jeremy Cohen (Libertarian),0
57,87,Brock Pierce / Karla Ballard (Independence),0
57,88,Public Counter,410
57,88,Manually Counted Emergency,0
57,88,Absentee / Military,95
57,88,Federal,3
57,88,Special Presidential,0
57,88,Affidavit,5
57,88,Joseph R. Biden / Kamala D. Harris (Democratic),389
57,88,Donald J. Trump / Michael R. Pence (Republican),13
57,88,Donald J. Trump / Michael R. Pence (Conservative),0
57,88,Joseph R. Biden / Kamala D. Harris (Working Families),99
57,88,Howie Hawkins / Angela Nicole Walker (Green),3
57,88,Jo Jorgensen / Jeremy Cohen (Libertarian),3
57,88,Brock Pierce / Karla Ballard (Independence),0
57,88,Scattered,2
57,89,Public Counter,445
57,89,Manually Counted Emergency,0
57,89,Absentee / Military,89
57,89,Federal,1
57,89,Special Presidential,0
57,89,Affidavit,2
57,89,Joseph R. Biden / Kamala D. Harris (Democratic),447
57,89,Donald J. Trump / Michael R. Pence (Republican),9
57,89,Donald J. Trump / Michael R. Pence (Conservative),0
57,89,Joseph R. Biden / Kamala D. Harris (Working Families),72
57,89,Howie Hawkins / Angela Nicole Walker (Green),1
57,89,Jo Jorgensen / Jeremy Cohen (Libertarian),0
57,89,Brock Pierce / Karla Ballard (Independence),0
57,89,Scattered,2
57,90,Public Counter,872
57,90,Manually Counted Emergency,0
57,90,Absentee / Military,145
57,90,Federal,2
57,90,Special Presidential,0
57,90,Affidavit,7
57,90,Joseph R. Biden / Kamala D. Harris (Democratic),876
57,90,Donald J. Trump / Michael R. Pence (Republican),23
57,90,Donald J. Trump / Michael R. Pence (Conservative),3
57,90,Joseph R. Biden / Kamala D. Harris (Working Families),108
57,90,Howie Hawkins / Angela Nicole Walker (Green),9
57,90,Jo Jorgensen / Jeremy Cohen (Libertarian),2
57,90,Brock Pierce / Karla Ballard (Independence),0
57,90,Scattered,1
57,91,Public Counter,465
57,91,Manually Counted Emergency,0
57,91,Absentee / Military,61
57,91,Federal,0
57,91,Special Presidential,0
57,91,Affidavit,2
57,91,Joseph R. Biden / Kamala D. Harris (Democratic),459
57,91,Donald J. Trump / Michael R. Pence (Republican),14
57,91,Donald J. Trump / Michael R. Pence (Conservative),1
57,91,Joseph R. Biden / Kamala D. Harris (Working Families),44
57,91,Howie Hawkins / Angela Nicole Walker (Green),3
57,91,Jo Jorgensen / Jeremy Cohen (Libertarian),1
57,91,Brock Pierce / Karla Ballard (Independence),0
57,91,Scattered,3
57,92,Public Counter,518
57,92,Manually Counted Emergency,0
57,92,Absentee / Military,126
57,92,Federal,4
57,92,Special Presidential,0
57,92,Affidavit,4
57,92,Joseph R. Biden / Kamala D. Harris (Democratic),491
57,92,Donald J. Trump / Michael R. Pence (Republican),17
57,92,Donald J. Trump / Michael R. Pence (Conservative),2
57,92,Joseph R. Biden / Kamala D. Harris (Working Families),133
57,92,Howie Hawkins / Angela Nicole Walker (Green),6
57,92,Jo Jorgensen / Jeremy Cohen (Libertarian),0
57,92,Brock Pierce / Karla Ballard (Independence),0
57,92,Scattered,2
57,93,Public Counter,449
57,93,Manually Counted Emergency,0
57,93,Absentee / Military,107
57,93,Federal,4
57,93,Special Presidential,0
57,93,Affidavit,3
57,93,Joseph R. Biden / Kamala D. Harris (Democratic),421
57,93,Donald J. Trump / Michael R. Pence (Republican),9
57,93,Donald J. Trump / Michael R. Pence (Conservative),0
57,93,Joseph R. Biden / Kamala D. Harris (Working Families),120
57,93,Howie Hawkins / Angela Nicole Walker (Green),6
57,93,Jo Jorgensen / Jeremy Cohen (Libertarian),1
57,93,Brock Pierce / Karla Ballard (Independence),0
57,93,Scattered,3
57,94,Public Counter,238
57,94,Manually Counted Emergency,0
57,94,Absentee / Military,73
57,94,Federal,2
57,94,Special Presidential,0
57,94,Affidavit,5
57,94,Joseph R. Biden / Kamala D. Harris (Democratic),193
57,94,Donald J. Trump / Michael R. Pence (Republican),46
57,94,Donald J. Trump / Michael R. Pence (Conservative),9
57,94,Joseph R. Biden / Kamala D. Harris (Working Families),68
57,94,Howie Hawkins / Angela Nicole Walker (Green),1
57,94,Jo Jorgensen / Jeremy Cohen (Libertarian),0
57,94,Brock Pierce / Karla Ballard (Independence),0
57,94,Scattered,1
57,95,Public Counter,297
57,95,Manually Counted Emergency,0
57,95,Absentee / Military,93
57,95,Federal,6
57,95,Special Presidential,0
57,95,Affidavit,1
57,95,Joseph R. Biden / Kamala D. Harris (Democratic),304
57,95,Donald J. Trump / Michael R. Pence (Republican),14
57,95,Donald J. Trump / Michael R. Pence (Conservative),1
57,95,Joseph R. Biden / Kamala D. Harris (Working Families),75
57,95,Howie Hawkins / Angela Nicole Walker (Green),2
57,95,Jo Jorgensen / Jeremy Cohen (Libertarian),0
57,95,Brock Pierce / Karla Ballard (Independence),0
57,95,Scattered,1
57,96,Public Counter,376
57,96,Manually Counted Emergency,0
57,96,Absentee / Military,79
57,96,Federal,2
57,96,Special Presidential,0
57,96,Affidavit,3
57,96,Joseph R. Biden / Kamala D. Harris (Democratic),347
57,96,Donald J. Trump / Michael R. Pence (Republican),8
57,96,Donald J. Trump / Michael R. Pence (Conservative),2
57,96,Joseph R. Biden / Kamala D. Harris (Working Families),95
57,96,Howie Hawkins / Angela Nicole Walker (Green),7
57,96,Jo Jorgensen / Jeremy Cohen (Libertarian),0
57,96,Brock Pierce / Karla Ballard (Independence),0
57,96,Scattered,1
57,97,Public Counter,255
57,97,Manually Counted Emergency,0
57,97,Absentee / Military,13
57,97,Federal,0
57,97,Special Presidential,0
57,97,Affidavit,3
57,97,Joseph R. Biden / Kamala D. Harris (Democratic),225
57,97,Donald J. Trump / Michael R. Pence (Republican),20
57,97,Donald J. Trump / Michael R. Pence (Conservative),0
57,97,Joseph R. Biden / Kamala D. Harris (Working Families),22
57,97,Howie Hawkins / Angela Nicole Walker (Green),0
57,97,Jo Jorgensen / Jeremy Cohen (Libertarian),0
57,97,Brock Pierce / Karla Ballard (Independence),2
57,98,Public Counter,332
57,98,Manually Counted Emergency,0
57,98,Absentee / Military,47
57,98,Federal,0
57,98,Special Presidential,0
57,98,Affidavit,8
57,98,Joseph R. Biden / Kamala D. Harris (Democratic),350
57,98,Donald J. Trump / Michael R. Pence (Republican),14
57,98,Donald J. Trump / Michael R. Pence (Conservative),3
57,98,Joseph R. Biden / Kamala D. Harris (Working Families),17
57,98,Howie Hawkins / Angela Nicole Walker (Green),1
57,98,Jo Jorgensen / Jeremy Cohen (Libertarian),0
57,98,Brock Pierce / Karla Ballard (Independence),0
57,99,Public Counter,399
57,99,Manually Counted Emergency,0
57,99,Absentee / Military,181
57,99,Federal,3
57,99,Special Presidential,0
57,99,Affidavit,8
57,99,Joseph R. Biden / Kamala D. Harris (Democratic),439
57,99,Donald J. Trump / Michael R. Pence (Republican),9
57,99,Donald J. Trump / Michael R. Pence (Conservative),1
57,99,Joseph R. Biden / Kamala D. Harris (Working Families),133
57,99,Howie Hawkins / Angela Nicole Walker (Green),1
57,99,Jo Jorgensen / Jeremy Cohen (Libertarian),0
57,99,Brock Pierce / Karla Ballard (Independence),0
57,99,Scattered,4
57,100,Public Counter,455
57,100,Manually Counted Emergency,0
57,100,Absentee / Military,156
57,100,Federal,3
57,100,Special Presidential,0
57,100,Affidavit,5
57,100,Joseph R. Biden / Kamala D. Harris (Democratic),463
57,100,Donald J. Trump / Michael R. Pence (Republican),16
57,100,Donald J. Trump / Michael R. Pence (Conservative),1
57,100,Joseph R. Biden / Kamala D. Harris (Working Families),129
57,100,Howie Hawkins / Angela Nicole Walker (Green),1
57,100,Jo Jorgensen / Jeremy Cohen (Libertarian),2
57,100,Brock Pierce / Karla Ballard (Independence),0
57,100,Scattered,7
57,101,Public Counter,548
57,101,Manually Counted Emergency,0
57,101,Absentee / Military,153
57,101,Federal,5
57,101,Special Presidential,0
57,101,Affidavit,5
57,101,Joseph R. Biden / Kamala D. Harris (Democratic),496
57,101,Donald J. Trump / Michael R. Pence (Republican),14
57,101,Donald J. Trump / Michael R. Pence (Conservative),0
57,101,Joseph R. Biden / Kamala D. Harris (Working Families),183
57,101,Howie Hawkins / Angela Nicole Walker (Green),7
57,101,Jo Jorgensen / Jeremy Cohen (Libertarian),2
57,101,Brock Pierce / Karla Ballard (Independence),0
57,101,Scattered,9
57,102,Public Counter,361
57,102,Manually Counted Emergency,0
57,102,Absentee / Military,148
57,102,Federal,5
57,102,Special Presidential,0
57,102,Affidavit,2
57,102,Joseph R. Biden / Kamala D. Harris (Democratic),361
57,102,Donald J. Trump / Michael R. Pence (Republican),17
57,102,Donald J. Trump / Michael R. Pence (Conservative),1
57,102,Joseph R. Biden / Kamala D. Harris (Working Families),127
57,102,Howie Hawkins / Angela Nicole Walker (Green),6
57,102,Jo Jorgensen / Jeremy Cohen (Libertarian),0
57,102,Brock Pierce / Karla Ballard (Independence),1
57,102,Scattered,1
57,103,Public Counter,430
57,103,Manually Counted Emergency,0
57,103,Absentee / Military,189
57,103,Federal,6
57,103,Special Presidential,0
57,103,Affidavit,3
57,103,Joseph R. Biden / Kamala D. Harris (Democratic),440
57,103,Donald J. Trump / Michael R. Pence (Republican),11
57,103,Donald J. Trump / Michael R. Pence (Conservative),0
57,103,Joseph R. Biden / Kamala D. Harris (Working Families),165
57,103,Howie Hawkins / Angela Nicole Walker (Green),7
57,103,Jo Jorgensen / Jeremy Cohen (Libertarian),0
57,103,Brock Pierce / Karla Ballard (Independence),2
57,103,Scattered,3
57,104,Public Counter,685
57,104,Manually Counted Emergency,0
57,104,Absentee / Military,236
57,104,Federal,7
57,104,Special Presidential,0
57,104,Affidavit,5
57,104,Joseph R. Biden / Kamala D. Harris (Democratic),654
57,104,Donald J. Trump / Michael R. Pence (Republican),17
57,104,Donald J. Trump / Michael R. Pence (Conservative),3
57,104,Joseph R. Biden / Kamala D. Harris (Working Families),244
57,104,Howie Hawkins / Angela Nicole Walker (Green),4
57,104,Jo Jorgensen / Jeremy Cohen (Libertarian),3
57,104,Brock Pierce / Karla Ballard (Independence),2
57,104,Scattered,5
57,105,Public Counter,491
57,105,Manually Counted Emergency,0
57,105,Absentee / Military,141
57,105,Federal,4
57,105,Special Presidential,0
57,105,Affidavit,3
57,105,Joseph R. Biden / Kamala D. Harris (Democratic),494
57,105,Donald J. Trump / Michael R. Pence (Republican),9
57,105,Donald J. Trump / Michael R. Pence (Conservative),0
57,105,Joseph R. Biden / Kamala D. Harris (Working Families),125
57,105,Howie Hawkins / Angela Nicole Walker (Green),3
57,105,Jo Jorgensen / Jeremy Cohen (Libertarian),1
57,105,Brock Pierce / Karla Ballard (Independence),0
57,105,Scattered,1
57,106,Public Counter,0
57,106,Manually Counted Emergency,0
57,106,Absentee / Military,0
57,106,Federal,0
57,106,Special Presidential,0
57,106,Affidavit,0
57,106,Joseph R. Biden / Kamala D. Harris (Democratic),0
57,106,Donald J. Trump / Michael R. Pence (Republican),0
57,106,Donald J. Trump / Michael R. Pence (Conservative),0
57,106,Joseph R. Biden / Kamala D. Harris (Working Families),0
57,106,Howie Hawkins / Angela Nicole Walker (Green),0
57,106,Jo Jorgensen / Jeremy Cohen (Libertarian),0
57,106,Brock Pierce / Karla Ballard (Independence),0
58,1,Public Counter,539
58,1,Manually Counted Emergency,0
58,1,Absentee / Military,67
58,1,Federal,0
58,1,Special Presidential,0
58,1,Affidavit,2
58,1,Joseph R. Biden / Kamala D. Harris (Democratic),544
58,1,Donald J. Trump / Michael R. Pence (Republican),18
58,1,Donald J. Trump / Michael R. Pence (Conservative),5
58,1,Joseph R. Biden / Kamala D. Harris (Working Families),33
58,1,Howie Hawkins / Angela Nicole Walker (Green),5
58,1,Jo Jorgensen / Jeremy Cohen (Libertarian),2
58,1,Brock Pierce / Karla Ballard (Independence),1
58,2,Public Counter,491
58,2,Manually Counted Emergency,0
58,2,Absentee / Military,110
58,2,Federal,1
58,2,Special Presidential,0
58,2,Affidavit,3
58,2,Joseph R. Biden / Kamala D. Harris (Democratic),540
58,2,Donald J. Trump / Michael R. Pence (Republican),37
